Menu_Item_ID,Year,Restaurant_Item_Name,restaurant,Restaurant_ID,Item_Name,Item_Description,Food_Category,Serving_Size,Serving_Size_text,Serving_Size_Unit,Serving_Size_household,Calories,Total_Fat,Saturated_Fat,Trans_Fat,Cholesterol,Sodium,Potassium,Carbohydrates,Protein,Sugar,Dietary_Fiber
120757,2017,Carl's Jr. The Double All Natural Burger,Carl's Jr.,15,The Double All Natural Burger,"The Double All Natural Burger on a Fresh Baked Bun w/ 2 Beef Patties, American Cheese, Lettuce, Tomatoes, Pickles, Red Onions, Ketchup, Mayo & Mustard, Charbroiled Burgers",Burgers,398,,g,,1030,64,23,1.5,170,1310,,62,53,19,3
120758,2017,Carl's Jr. Double Super Bacon Cheese Burger,Carl's Jr.,15,Double Super Bacon Cheese Burger,"Double Super Bacon Cheese Burger on a Seeded Bun w/ 2 Beef Patties, 2 Slices of Bacon, American Cheese, Tomato, Lettuce, Onion & Mayonnaise, Charbroiled Burgers",Burgers,400,,g,,1100,71,29,2,180,1780,,54,58,10,3
120759,2017,Carl's Jr. Single Super Bacon Cheese Burger,Carl's Jr.,15,Single Super Bacon Cheese Burger,"Single Super Bacon Cheese Burger on a Seeded Bun w/ Beef Patty, American Cheese, Tomato, Lettuce, Onion, Mayonnaise & 2 Strips of Bacon, Charbroiled Burgers",Burgers,293,,g,,840,52,19,1,115,1440,,52,39,9,3
120760,2017,Carl's Jr. The 1/2 lb Super Bacon Thickburger,Carl's Jr.,15,The 1/2 lb Super Bacon Thickburger,"The 1/2 lb Super Bacon Thickburger on a Fresh Baked Bun w/ Angus Beef Patty, American Cheese, Tomato, Lettuce, Onion, 4 Strips of Bacon & Mayonnaise, Charbroiled Burgers",Burgers,426,,g,,1180,84,32,3,180,2190,,55,51,13,3
120761,2017,Carl's Jr. The 1/3 lb Super Bacon Thickburger,Carl's Jr.,15,The 1/3 lb Super Bacon Thickburger,"The 1/3 lb Super Bacon Thickburger on a Fresh Baked Bun w/ Angus Beef Patty, American Cheese, Tomato, Lettuce, Onion, 4 Strips of Bacon & Mayonnaise, Charbroiled Burgers",Burgers,354,,g,,960,63,20,2,130,1930,,55,40,13,3
150573,2017,Carl's Jr. The California Classic Double Cheeseburger,Carl's Jr.,15,The California Classic Double Cheeseburger,"The California Classic Double Cheeseburger on a Plain Bun w/ Double Meat, Double Cheese, Grilled Onions, Thousand Island, Lettuce & Tomato, Charbroiled Burgers",Burgers,283,,g,,620,39,15,1.5,100,1130,,41,29,12,3
150574,2017,Carl's Jr. The 1/2 lb Bacon 3 Way Burger,Carl's Jr.,15,The 1/2 lb Bacon 3 Way Burger,"The 1/2 lb Bacon 3 Way Burger on a Plain Bun w/ Charbroiled Patty, Applewood Smoked Bacon Strips, Bacon Crumbles, Bacon Jam, Lettuce, Tomato & 2 Slices of American Cheese, Charbroiled Burgers",Burgers,425,,g,,1080,66,26,2.5,195,2810,,66,57,23,5
150575,2017,Carl's Jr. The 1/3 lb Bacon 3 Way Burger,Carl's Jr.,15,The 1/3 lb Bacon 3 Way Burger,"The 1/3 lb Bacon 3 Way Burger on a Plain Bun w/ Charbroiled Patty, Applewood Smoked Bacon Strips, Bacon Crumbles, Bacon Jam, 2 Slices of American Cheese, Lettuce & Tomato, Charbroiled Burgers",Burgers,356,,g,,870,50,18,1.5,140,2230,,65,44,22,10
150576,2017,Carl's Jr. The Double Bacon 3 Way Burger,Carl's Jr.,15,The Double Bacon 3 Way Burger,"The Double Bacon 3 Way Burger on a Plain Bun w/ Charbroiled Patty, Applewood Smoked Bacon Strips, Bacon Crumbles, Bacon Jam, Lettuce, Tomato & 2 Slices of American Cheese, Charbroiled Burgers",Burgers,412,,g,,1060,63,27,2,170,2090,,66,59,22,3
150577,2017,Carl's Jr. The Bacon 3 Way Burger,Carl's Jr.,15,The Bacon 3 Way Burger,"The Bacon 3 Way Burger on a Plain Bun w/ Charbroiled Patty, Applewood Smoked Bacon Strips, Bacon Crumbles, Bacon Jam, Tomato, Lettuce & 2 Slices of American Cheese, Charbroiled Burgers",Burgers,329,,g,,800,44,17,1,105,1760,,65,39,21,3
150578,2017,Carl's Jr. 1/3 lb Budweiser Beer Cheese Bacon Thickburger,Carl's Jr.,15,1/3 lb Budweiser Beer Cheese Bacon Thickburger,"1/3 lb Budweiser Beer Cheese Bacon Thickburger on a Toasted Premium Bun w/ Beef Patty, Budweiser Beer Cheese Sauce, Bacon Strips, Grilled Onions, Lettuce & Tomato, Charbroiled Burgers",Burgers,358,,g,,790,46,20,2,115,1820,,51,43,12,2
150579,2017,Carl's Jr. All Natural Budweiser Beer Cheese Bacon Burger Double,Carl's Jr.,15,All Natural Budweiser Beer Cheese Bacon Burger Double,"All Natural Budweiser Beer Cheese Bacon Burger Double on a Toasted Premium Bun w/ Beef Patty, Budweiser Beer Cheese Sauce, Bacon Strips, Grilled Onions, Lettuce & Tomato, Charbroiled Burgers",Burgers,403,,g,,940,55,24,2,155,1800,,52,60,12,3
150580,2017,Carl's Jr. All Natural Budweiser Beer Cheese Bacon Burger Single,Carl's Jr.,15,All Natural Budweiser Beer Cheese Bacon Burger Single,"All Natural Budweiser Beer Cheese Bacon Burger Single on a Toasted Premium Bun w/ Beef Patty, Budweiser Beer Cheese Sauce, Bacon Strips, Grilled Onions, Lettuce & Tomato, Charbroiled Burgers",Burgers,327,,g,,710,38,16,1,85,1430,,51,40,11,3
150581,2017,Carl's Jr. 1/2 lb Budweiser Beer Cheese Bacon Thickburger,Carl's Jr.,15,1/2 lb Budweiser Beer Cheese Bacon Thickburger,"1/2 lb Budweiser Beer Cheese Bacon Thickburger on a Toasted Premium Bun w/ Beef Patty, Budweiser Beer Cheese Sauce, Bacon Strips, Grilled Onions, Lettuce & Tomato, Charbroiled Burgers",Burgers,423,,g,,990,62,27,2.5,170,2360,,52,56,13,5
150594,2017,"Carl's Jr. Taco Salad, Ground Beef",Carl's Jr.,15,"Taco Salad, Ground Beef","Taco Salad in a Crispy Flour Tortilla Bowl w/ Seasoned Ground Beef, Pinto Beans, Lettuce, Salsa, Four Cheese Blend, Hot Sauce, Guacamole, Pico de Gallo, Sour Cream & Cotija, Green Burrito",Salads,548,,g,,850,47,15,1,85,1760,,70,38,8,14
150595,2017,"Carl's Jr. Taco Salad, Chicken",Carl's Jr.,15,"Taco Salad, Chicken","Taco Salad in a Crispy Flour Tortilla Bowl w/ Charbroiled Chicken, Pinto Beans, Lettuce, Salsa, Four Cheese Blend, Hot Sauce, Guacamole, Pico de Gallo, Sour Cream & Cotija Cheese, Green Burrito",Salads,560,,g,,870,53,17,0,120,1950,,60,40,9,9
150596,2017,"Carl's Jr. Taco Salad, Steak",Carl's Jr.,15,"Taco Salad, Steak","Taco Salad in a Crispy Flour Tortilla w/ Charbroiled Steak, Pinto Beans, Lettuce, Salsa, Four Cheese Blend, Hot Sauce, Guacamole, Pico de Gallo, Sour Cream & Cotija Cheese, Green Burrito",Salads,560,,g,,870,53,17,0,120,1950,,60,40,9,9
150597,2017,"Carl's Jr. Steak, Egg & Cheese Biscuit",Carl's Jr.,15,"Steak, Egg & Cheese Biscuit","Steak, Egg & Cheese Biscuit w/ Charbroiled Steak, Egg & Swiss Cheese on a Made From Scratch Biscuit, Breakfast",Sandwiches,203,,g,,520,28,15,0,215,1590,,40,27,3,2
150598,2017,"Carl's Jr. The Green Burrito, Chicken",Carl's Jr.,15,"The Green Burrito, Chicken","The Green Burrito w/ Charbroiled Chicken, Pinto Beans, Cilantro Lime Rice, Hot Sauce, 4 Cheese Blend, Green Sauce, Pico De Gallo, Sour Cream & Cotija Cheese, Green Burrito",Sandwiches,613,,g,,930,38,17,0,145,2520,,96,49,10,7
150599,2017,"Carl's Jr. The Green Burrito, Steak",Carl's Jr.,15,"The Green Burrito, Steak","The Green Burrito w/ Charbroiled Steak, Pinto Beans, Cilantro Lime Rice, Hot Sauce, 4 Cheese Blend, Green Sauce, Pico De Gallo, Sour Cream & Cotija Cheese, Green Burrito",Sandwiches,620,,g,,940,38,17,0,120,2770,,96,53,10,7
150600,2017,"Carl's Jr. The Grilled Burrito, Chicken",Carl's Jr.,15,"The Grilled Burrito, Chicken","The Grilled Burrito in a Grilled Flour Tortilla w/ Charbroiled Chicken, Pinto Beans, Pico De Gallo, Cilantro Lime Rice, Hot Sauce & 4 Cheese Blend, Green Burrito",Sandwiches,478,,g,,830,31,14,0,130,1780,,88,46,6,6
150601,2017,"Carl's Jr. The Grilled Burrito, Steak",Carl's Jr.,15,"The Grilled Burrito, Steak","The Grilled Burrito in a Grilled Flour Tortilla w/ Charbroiled Steak, Pinto Beans, Pico De Gallo, Cilantro Lime Rice, Hot Sauce & 4 Cheese Blend, Green Burrito",Sandwiches,486,,g,,840,31,14,0,105,2030,,88,50,6,6
150602,2017,"Carl's Jr. The Grilled Burrito, Beef",Carl's Jr.,15,"The Grilled Burrito, Beef","The Grilled Burrito in a Grilled Flour Tortilla w/ Seasoned Ground Beef, Pinto Beans, Pico De Gallo, Cilantro Lime Rice, Hot Sauce & 4 Cheese Blend, Green Burrito",Sandwiches,487,,g,,850,35,15,0.5,95,1720,,90,41,7,8
150603,2017,"Carl's Jr. Bean, Rice & Cheese Burrito",Carl's Jr.,15,"Bean, Rice & Cheese Burrito","Bean, Rice & Cheese Burrito in a Grilled Flour Tortilla w/ Pinto Beans, Pico De Gallo, Cilantro Lime Rice, Hot Sauce & 4 Cheese Blend, Green Burrito",Sandwiches,425,,g,,730,26,12,0,50,1190,,93,27,8,6
150605,2017,"Carl's Jr. Burrito California, Chicken",Carl's Jr.,15,"Burrito California, Chicken","Burrito California in a Flour Tortilla w/ Lime Chicken Breast Strips, Cheddar Cheese, Jack Cheese, Fresh Salsa & Guacamole, Burritos, Green Burrito",Sandwiches,240,,g,1 Burrito,450,18,8,0,85,1360,,41,31,2,2
150606,2017,"Carl's Jr. Burrito Mexicano, Chicken",Carl's Jr.,15,"Burrito Mexicano, Chicken","Burrito Mexicano in a Flour Tortilla w/ Lime Chicken Breast Strips, Refried Beans, Cheddar Cheese, Jack Cheese & Fresh Salsa, Burritos, Green Burrito",Sandwiches,288,,g,1 Burrito,500,16,8,0,85,1630,,54,35,2,6
150607,2017,"Carl's Jr. Burrito Especial, Chicken",Carl's Jr.,15,"Burrito Especial, Chicken","Burrito Especial in a Flour Tortilla w/ Lime Chicken Breast Strips, Refried Beans, Cheddar Cheese, Jack Cheese & Guacamole, Burritos, Green Burrito",Sandwiches,308,,g,1 Burrito,530,19,8,0,85,1710,,55,35,3,7
73,2017,"Culver's ButterBurger Cheese, Double",Culver's,25,"ButterBurger Cheese, Double","ButterBurger Cheese, Double, ButterBurgers",Burgers,230,,g,,700,42,18,1.4,145,920,,41,40,8,1
75,2017,"Culver's ButterBurger Cheese, Triple",Culver's,25,"ButterBurger Cheese, Triple","ButterBurger Cheese, Triple, ButterBurgers",Burgers,306,,g,,940,61,26.5,2.1,215,1145,,42,57,9,1
77,2017,"Culver's Cheddar ButterBurger w/ Bacon, Double",Culver's,25,"Cheddar ButterBurger w/ Bacon, Double","Cheddar ButterBurger w/ Bacon, Double, ButterBurgers",Burgers,242,,g,,760,47,21,1,155,1105,,39,47,6,1
78,2017,"Culver's Cheddar ButterBurger w/ Bacon, Single",Culver's,25,"Cheddar ButterBurger w/ Bacon, Single","Cheddar ButterBurger w/ Bacon, Single, ButterBurgers",Burgers,164,,g,,510,27,11.5,0.5,85,865,,39,28,6,1
79,2017,"Culver's Cheddar ButterBurger w/ Bacon, Triple",Culver's,25,"Cheddar ButterBurger w/ Bacon, Triple","Cheddar ButterBurger w/ Bacon, Triple, ButterBurgers",Burgers,320,,g,,1010,67,30.5,1.5,225,1345,,39,66,6,1
80,2017,"Culver's Cheddar ButterBurger, Double",Culver's,25,"Cheddar ButterBurger, Double","Cheddar ButterBurger, Double, ButterBurgers",Burgers,234,,g,,720,44,20,1,145,950,,39,44,6,1
81,2017,"Culver's Cheddar ButterBurger, Single",Culver's,25,"Cheddar ButterBurger, Single","Cheddar ButterBurger, Single, ButterBurgers; Choice in: SnackPak",Burgers,156,,g,,470,24,10.5,0.5,75,710,,39,25,6,1
82,2017,"Culver's Cheddar ButterBurger, Triple",Culver's,25,"Cheddar ButterBurger, Triple","Cheddar ButterBurger, ButterBurgers, Triple",Burgers,312,,g,,970,64,29.5,1.5,215,1190,,39,63,6,1
83,2017,"Culver's Mushroom & Swiss ButterBurger, Double",Culver's,25,"Mushroom & Swiss ButterBurger, Double","Mushroom & Swiss ButterBurger on a Buttered Toasted Bun w/ Beef, White Button Mushrooms, Butter, Salt, Pepper, Parsley, Garlic & Swiss Cheese, ButterBurgers, Double",Burgers,274,,g,,780,47,19,1.4,145,880,,42,47,6,2
84,2017,"Culver's Mushroom & Swiss ButterBurger, Single",Culver's,25,"Mushroom & Swiss ButterBurger, Single","Mushroom & Swiss ButterBurger on a Kaiser Bun w/ Butter, Swiss Cheese, Beef Patty & Dill Pickle, ButterBurgers, Single; Choice in: SnackPak",Burgers,176,,g,,500,25,10,0.7,75,675,,41,26,6,1
85,2017,"Culver's Mushroom & Swiss ButterBurger, Triple",Culver's,25,"Mushroom & Swiss ButterBurger, Triple","Mushroom & Swiss ButterBurger on a Buttered Toasted Bun w/ Beef, White Button Mushrooms, Salt, Pepper, Parsley, Garlic & Swiss Cheese, ButterBurgers, Triple",Burgers,354,,g,,1030,67,26.5,2.1,215,1025,,42,66,6,1
86,2017,"Culver's Sourdough Melt, Double",Culver's,25,"Sourdough Melt, Double","Sourdough Melt on a Buttered Toasted Sourdough Bread w/ Beef Patty, Red Onions & Wisconsin Cheddar, ButterBurgers, Double",Burgers,255,,g,,710,45,21,1,150,905,,34,45,2,1
87,2017,"Culver's Sourdough Melt, Single",Culver's,25,"Sourdough Melt, Single","Sourdough Melt on Sourdough Bread w/ Beef Patty, Red Onions & Wisconsin Cheddar Cheese, ButterBurgers, Single",Burgers,177,,g,,460,25,11.5,0.5,80,665,,34,26,2,1
88,2017,"Culver's Sourdough Melt, Triple",Culver's,25,"Sourdough Melt, Triple","Sourdough Melt on Buttered Sourdough Bread w/ Beef Patty, Red Onions & Wisconsin Cheddar Cheese, ButterBurgers, Triple",Burgers,348,,g,,970,66,30.5,1.5,220,1150,,34,64,2,1
89,2017,"Culver's The Culver's Bacon Deluxe, Double",Culver's,25,"The Culver's Bacon Deluxe, Double","The Culver's Bacon Deluxe on a Buttered Bun w/ Beef Patty, 2 Strips of Bacon, Wisconsin Cheese, Lettuce, Tomatoes, Pickles, Red Onion & Signature Mayo, ButterBurgers, Double",Burgers,299,,g,,850,56,21,1.4,165,1305,,43,43,8,1
90,2017,"Culver's The Culver's Bacon Deluxe, Single",Culver's,25,"The Culver's Bacon Deluxe, Single","The Culver's Bacon Deluxe on a Buttered Bun w/ Beef Patty 2 Strips of Bacon, Wisconsin Cheese, Lettuce, Tomatoes, Pickles, Red Onion & Signature Mayo, ButterBurgers, Single; Choice in: SnackPak",Burgers,223,,g,,610,37,12.5,0.7,95,1080,,42,26,7,1
91,2017,"Culver's The Culver's Bacon Deluxe, Triple",Culver's,25,"The Culver's Bacon Deluxe, Triple","The Culver's Bacon Deluxe on a Buttered Bun w/ Beef Patty, 2 Strips of Bacon, Wisconsin Cheese, Lettuce, Tomatoes, Pickles, Red Onion & Signature Mayo, ButterBurgers, Triple",Burgers,375,,g,,1090,75,29.5,2.1,235,1530,,44,60,9,1
92,2017,"Culver's The Culver's Deluxe, Double",Culver's,25,"The Culver's Deluxe, Double","The Culver's Deluxe on a Buttered Bun w/ Beef Patty, Wisconsin Cheese, Lettuce, Tomatoes, Pickles, Red Onion & Signature Mayo, ButterBurgers, Double",Burgers,292,,g,,810,52,20,1.5,150,1150,,43,41,8,1
93,2017,"Culver's The Culver's Deluxe, Single",Culver's,25,"The Culver's Deluxe, Single","The Culver's Deluxe on a Buttered Bun w/ Beef Patty, Wisconsin Cheese, Lettuce, Tomatoes, Pickles, Red Onion & Signature Mayo, Single, ButterBurgers; Choice in: SnackPak",Burgers,216,,g,,570,34,11.5,0.7,85,925,,42,23,7,1
94,2017,"Culver's The Culver's Deluxe, Triple",Culver's,25,"The Culver's Deluxe, Triple","The Culver's Deluxe on a Buttered Bun w/ Beef Patty, Wisconsin Cheese, Lettuce, Tomatoes, Pickles, Red Onion & Signature Mayo, ButterBurgers, Triple",Burgers,368,,g,,1050,72,28.5,2.1,225,1375,,44,57,9,1
95,2017,"Culver's Wisconsin Swiss Melt, Double",Culver's,25,"Wisconsin Swiss Melt, Double","Wisconsin Swiss Melt on Buttered Rye Bread w/ Beef Patty, Wisconsin Swiss Cheese & Red Onions, ButterBurgers, Double",Burgers,270,,g,,710,43,19,1.4,150,755,,35,46,2,4
96,2017,"Culver's Wisconsin Swiss Melt, Single",Culver's,25,"Wisconsin Swiss Melt, Single","Wisconsin Swiss Melt on Buttered Rye Bread w/ Beef Patty, Wisconsin Cheese & Red Onions, ButterBurgers, Single",Burgers,177,,g,,460,24,10.5,0.7,80,620,,34,26,2,4
97,2017,"Culver's Wisconsin Swiss Melt, Triple",Culver's,25,"Wisconsin Swiss Melt, Triple","Wisconsin Swiss Melt on Buttered Rye Bread w/ Beef Patty, Wisconsin Cheese & Red Onions, ButterBurgers, Triple",Burgers,348,,g,,960,61,27,2,220,885,,34,66,2,4
308,2017,Culver's Crispy Chicken Sandwich,Culver's,25,Crispy Chicken Sandwich,"Crispy Chicken Sandwich on a Kaiser Bun w/ Breaded Chicken Breast, Onion, Garlic, Cayenne, Lettuce, Tomato & Pickles, Sandwiches & More, Premium Chicken, Featured Items",Sandwiches,209,,g,,460,14,2,0,55,955,,58,25,6,1
309,2017,Culver's Grilled Chicken Sandwich,Culver's,25,Grilled Chicken Sandwich,"Grilled Chicken Sandwich on a Hoagie Roll w/ Natural Cut Chicken Breast, Salt, Black Pepper, Lettuce, Tomatoes & Pickles, Sandwiches & More, Premium Chicken, Mindful Choices",Sandwiches,266,,g,,390,7,2.5,0,95,1165,,40,41,5,1
476,2017,Culver's North Atlantic Cod Filet Sandwich,Culver's,25,North Atlantic Cod Filet Sandwich,"North Atlantic Cod Filet Sandwich on a Buttered Hoagie Roll w/ Cod, Tartar Sauce, Olives, Capers, Relish, Lettuce & Wisconsin Cheddar Cheese, Sandwiches & More, Featured Items",Sandwiches,209,,g,,600,33,5.2,0,85,835,,50,26,6,1
551,2017,Culver's Grilled Reuben Melt,Culver's,25,Grilled Reuben Melt,"Grilled Reuben Melt on Buttered Rye Bread w/ Corned Beef, Wisconsin Swiss, Sauerkraut & Thousand Island Dressing, Sandwiches & More, Sandwiches & Favorites",Sandwiches,309,,g,,660,38,14.5,0.4,105,1915,,43,36,6,5
735,2017,Culver's Beef Pot Roast Sandwich,Culver's,25,Beef Pot Roast Sandwich,"Beef Pot Roast Sandwich on a Signature Bun w/ Chuck Roast, Herbs & Spices, Sandwiches & Favorites, Sandwiches & More, Mindful Choices",Sandwiches,188,,g,,410,13,6,1,140,830,,41,31,8,1
736,2017,Culver's Pork Tenderloin Sandwich,Culver's,25,Pork Tenderloin Sandwich,"Pork Tenderloin Sandwich w/ Center Cut Pork Loin, Pickles, Ketchup, Mustard & Red Onions, Sandwiches & Favorites, Sandwiches & More",Sandwiches,216,,g,,630,25,4,0,45,990,,73,18,6,3
1385,2017,Culver's Baja Chicken Enchilada Soup,Culver's,25,Baja Chicken Enchilada Soup,"Baja Chicken Enchilada Soup w/ Chicken, Corn, Black Beans & Bell Peppers, Hearty Soups, Soups, Choices Vary at Restaurants",Soup,300,,g,,300,18,8,0,65,1300,,25,12,6,6
1388,2017,Culver's Boston Clam Chowder Soup,Culver's,25,Boston Clam Chowder Soup,"Boston Clam Chowder Soup w/ Clams, Potatoes, Whitefish & Vegetables, Hearty Soups, Soups, Choices Vary at Restaurants",Soup,300,,g,,260,11,4,0,30,1530,,27,12,8,1
1390,2017,Culver's Broccoli Cheese Soup,Culver's,25,Broccoli Cheese Soup,"Broccoli Cheese Soup w/ Cheddar Cheese & Broccoli Florets, Hearty Soups, Soups, Choices Vary at Restaurants",Soup,300,,g,,220,12,5.5,0,31,1160,,17,10,9,1
1392,2017,Culver's Cauliflower Cheese Soup,Culver's,25,Cauliflower Cheese Soup,"Cauliflower Cheese Soup w/ Cauliflower, Cheese, Garlic & Spices, Hearty Soups, Soups, Choices Vary at Restaurants",Soup,300,,g,,270,15,6,0,26,1320,,25,10,15,1
1393,2017,Culver's Cheesy Chicken Tortilla Soup,Culver's,25,Cheesy Chicken Tortilla Soup,"Cheesy Chicken Tortilla Soup w/ Tomato, Cheese, Chicken & Mexican Spices, Hearty Soups, Soups, Choices Vary at Restaurants",Soup,300,,g,,150,6,3,0,27,1450,,16,8,4,1
1394,2017,Culver's Chicken & Dumpling Soup,Culver's,25,Chicken & Dumpling Soup,"Chicken & Dumpling Soup w/ Chicken, Dumplings, Carrots & Celery, Hearty Soups, Soups, Choices Vary at Restaurants",Soup,300,,g,,240,12,3,0,50,1290,,23,9,5,1
1396,2017,Culver's Chicken Noodle Soup,Culver's,25,Chicken Noodle Soup,"Chicken Noodle Soup w/ Chicken, Noodles & Vegetables, Hearty Soups, Mindful Choices, Soups, Choices Vary at Restaurants",Soup,300,,g,,110,2,0.5,0,30,1110,,14,7,1,1
1412,2017,Culver's Oven Roasted Turkey Noodle Soup,Culver's,25,Oven Roasted Turkey Noodle Soup,"Oven Roasted Turkey Noodle Soup w/ Egg Noodles, Turkey, Carrots & Celery, Hearty Soups, Mindful Choices, Soups, Choices Vary at Restaurants",Soup,300,,g,,170,5,2,0,43,1280,,21,11,1,0
1414,2017,Culver's Potato Au Gratin Soup,Culver's,25,Potato Au Gratin Soup,"Potato Au Gratin Soup w/ Potatoes & Cheese Sauce, Hearty Soups, Soups, Choices Vary at Restaurants",Soup,300,,g,,330,20,10,0,45,1180,,28,10,9,1
1415,2017,Culver's Potato w/ Bacon Soup,Culver's,25,Potato w/ Bacon Soup,"Potato w/ Bacon Soup w/ Potatoes, Carrots, Celery & Bacon, Hearty Soups, Soups, Choices Vary at Restaurants",Soup,300,,g,,240,10,4,0,25,1140,,28,9,9,2
1422,2017,Culver's Wild & Brown Rice w/ Chicken Soup,Culver's,25,Wild & Brown Rice w/ Chicken Soup,"Wild & Brown Rice w/ Chicken Soup w/ Brown & Wild Rice, Carrots & Chicken in Broth, Hearty Soups, Soups, Choices Vary at Restaurants",Soup,300,,g,,270,14,5,0,38,1220,,26,10,9,1
1423,2017,Culver's Wisconsin Cheese Soup,Culver's,25,Wisconsin Cheese Soup,"Wisconsin Cheese Soup w/ American Cheese, Cheddar Cheese, Bacon, Celery & Green Peppers, Hearty Soups, Soups, Choices Vary at Restaurants",Soup,300,,g,,320,20,9,0,37,1090,,27,9,16,0
1523,2017,Culver's George's Chili Supreme Soup,Culver's,25,George's Chili Supreme Soup,"George's Chili Supreme Soup w/ Beef, Tomatoes, Red Kidney Beans, Peppers, Onions, Celery, Peppery Spices, Sour Cream & Cheese in Chili Con Carne, Hearty Soups,",Soup,323,,g,,390,20,7.5,1,70,1505,,28,20,7,6
1563,2017,Culver's Chili Cheddar Fries,Culver's,25,Chili Cheddar Fries,"Chili Cheddar Fries w/ Crinkle Cut Fries, Shredded Cheddar Cheese & Georges Chili, Snackworthy Sides, Sides",Fried Potatoes,308,,g,,670,31,8.5,0,40,1340,,78,19,2,7
1734,2017,Culver's Chicken Cashew w/ Grilled Chicken Salad,Culver's,25,Chicken Cashew w/ Grilled Chicken Salad,"Chicken Cashew w/ Grilled Chicken Breast, Cashews, Lettuce, Cucumbers, Grape Tomatoes & Wisconsin Cheddar Cheese, Fresh Salads, Premium Chicken, Salad & Salad Dressings",Salads,345,,g,,460,24,8,0,115,845,,16,45,4,3
1820,2017,Culver's Garden Fresco Salad,Culver's,25,Garden Fresco Salad,"Garden Fresco Salad w/ Mixed Greens, Cucumbers, Grape Tomatoes, Wisconsin Cheddar Cheese & Croutons, Fresh Salads, Mindful Choices, Salad & Salad Dressings",Salads,205,,g,,200,11,5,0,25,365,,18,9,3,2
13804,2017,Culver's Cranberry Bacon Bleu Salad w/ Grilled Chicken,Culver's,25,Cranberry Bacon Bleu Salad w/ Grilled Chicken,"Cranberry Bacon Bleu Salad w/ 2 Slices of Bacon, Blue Cheese Crumbles, Grilled Chicken Breast, Cucumber, Dried Sweet Cranberries, Salad Blend & 3 Cherry Tomatoes, Fresh Salads, Premium Chicken, Salad & Salad Dressings",Salads,332,,g,,360,13,6.5,0,120,1105,,14,44,8,2
13806,2017,Culver's Garden Fresco w/ Grilled Chicken Salad,Culver's,25,Garden Fresco w/ Grilled Chicken Salad,"Garden Fresco w/ Grilled Chicken Salad w/ Grilled Chicken Breast, Shredded Cheddar Cheese, Croutons, Cucumber, Salad Blend & 3 Cherry Tomatoes, Fresh Salads, Salads & Salad Dressings, Premium Chicken, Mindful Choices",Salads,331,,g,,360,13,5.5,0,115,915,,18,43,3,2
13890,2017,"Culver's Banana Split, 2 Scoops",Culver's,25,"Banana Split, 2 Scoops","Banana Split w/ Banana, Maraschino Cherry, Hot Caramel Topping, Hot Fudge Topping, Pecans, Sliced Strawberry, 2 Scoops of Vanilla Custard Mix & Extra Creamy Whipped Topping, Fresh Frozen Custard, Sundaes, 2 Scoops",Desserts,489,,g,2 Scoop,1060,60,26.8,1,222,365,,121,14,92,7
13891,2017,"Culver's Banana Split, 3 Scoops",Culver's,25,"Banana Split, 3 Scoops","Banana Split w/ Banana, Maraschino Cherry, Hot Caramel Topping, Hot Fudge Topping, Pecans, Sliced Strawberry, 3 Scoops of Vanilla Custard Mix & Extra Creamy Whipped Topping, Fresh Frozen Custard, Sundaes, 3 Scoops",Desserts,616,,g,3 Scoop,1350,73,34.2,1.5,285,500,,166,19,126,7
13896,2017,"Culver's Caramel Cashew Sundae, 1 Scoop",Culver's,25,"Caramel Cashew Sundae, 1 Scoop","Caramel Cashew Sundae w/ Cashew Topping, Maraschino Cherry, Hot Caramel Topping & 1 Scoop of Vanilla Custard Mix, Sundaes, 1 Scoop",Desserts,211,,g,1 Scoop,600,33,14.5,0.5,120,290,,67,10,45,1
13897,2017,"Culver's Caramel Cashew Sundae, 2 Scoops",Culver's,25,"Caramel Cashew Sundae, 2 Scoops","Caramel Cashew Sundae w/ Cashew Topping, Maraschino Cherry, Hot Caramel Topping & 2 Scoops of Vanilla Custard Mix, Sundaes, 2 Scoops",Desserts,379,,g,2 Scoop,1000,51,26.5,1,230,470,,121,16,85,1
13898,2017,"Culver's Caramel Cashew Sundae, 3 Scoops",Culver's,25,"Caramel Cashew Sundae, 3 Scoops","Caramel Cashew Sundae w/ Cashew Topping, Maraschino Cherry, Hot Caramel Topping & 3 Scoops of Vanilla Custard Mix, Fresh Frozen Custard, Sundaes, 3 Scoops",Desserts,449,,g,3 Scoop,1150,61,31.5,1.5,290,510,,137,19,98,1
13904,2017,"Culver's Chocolate Cake Cone, 2 Scoops",Culver's,25,"Chocolate Cake Cone, 2 Scoops","Chocolate Cake Cone w/ Chocolate Fresh Frozen Custard & Cake Cone, Fresh Frozen Custard, Cones & Dishes, 2 Scoops",Desserts,274,,g,2 Scoop,560,27,16,0.9,187,237,,72,11,56,3
13905,2017,"Culver's Chocolate Cake Cone, 3 Scoops",Culver's,25,"Chocolate Cake Cone, 3 Scoops","Chocolate Cake Cone w/ Chocolate Fresh Frozen Custard & Cake Cone, Fresh Frozen Custard, Cones & Dishes, 3 Scoops",Desserts,344,,g,3 Scoop,700,34,20.2,1.1,236,297,,89,14,71,3
