Menu_Item_ID,Year,Restaurant_Item_Name,restaurant,Restaurant_ID,Item_Name,Item_Description,Food_Category,Serving_Size,Serving_Size_text,Serving_Size_Unit,Serving_Size_household,Calories,Total_Fat,Saturated_Fat,Trans_Fat,Cholesterol,Sodium,Potassium,Carbohydrates,Protein,Sugar,Dietary_Fiber
65047,2017,7 Eleven Southwest Turkey Sandwich,7 Eleven,1,Southwest Turkey Sandwich,"Southwest Turkey Sandwich on Cracked Wheat Bread w/ Smoked Turkey Breast, Monterey Jack Cheese, Lettuce, Southwest Mayonnaise & Chipotle Flavor, Sandwiches, Food",Sandwiches,227,,g,,560,28,7,0,60,1360,,48,19,7,2
90006,2017,7 Eleven BLT Salad,7 Eleven,1,BLT Salad,"BLT Salad, Salads, Food",Salads,227,,g,,270,18,4,0,40,910,,12,16,3,3
90007,2017,7 Eleven Chicken Caesar Salad,7 Eleven,1,Chicken Caesar Salad,"Chicken Caesar Salad w/ Romaine Lettuce, Parmesan & Romano Cheese, Dehydrated Parsley, Garlic, Cheese, Croutons, Chicken Breast Meat w/ Rib Meat & Caesar Dressing, Salads, Food",Salads,213,,g,,390,28,7,0,55,1060,,17,16,4,2
90009,2017,7 Eleven 7 Select Go!Smart Turkey Sandwich,7 Eleven,1,7 Select Go!Smart Turkey Sandwich,"7 Select Go!Smart Turkey Sandwich on Wheat Bread w/ Oven Roasted Turkey, Tomato Slices & Green Leaf Lettuce, Sandwiches, Food",Sandwiches,204,,g,,300,2.5,1.5,0,35,950,,48,15,8,3
90010,2017,7 Eleven Chicken Salad Sandwich,7 Eleven,1,Chicken Salad Sandwich,"Chicken Salad Sandwich on Wheat Bread, Sandwiches, Food",Sandwiches,176,,g,,400,14,3,0,50,840,,44,18,6,2
112746,2017,7 Eleven Italian Melt,7 Eleven,1,Italian Melt,"Italian Melt on Basil Tuscan Roll w/ Cooked Ham, Creamy Italian Dressing, Dried Bell Pepper, Spice, Provolone Cheese, Genoa Salami, Pepperoni & Pepperoni Peppers, Sandwiches",Sandwiches,224,,g,,610,39,13,0,65,1870,,38,26,3,2
112747,2017,7 Eleven Steak & Cheese Melt Sandwich,7 Eleven,1,Steak & Cheese Melt Sandwich,"Steak & Cheese Melt Sandwich w/ Shaved Steak, Green Peppers, Yellow Onions, Cracked Peppercorn Sauce & American Cheese on Italian Bun, Sandwiches, Food",Sandwiches,224,,g,,680,35,12,1,110,1280,,57,31,5,2
112748,2017,7 Eleven Chicken Bacon Ranch Melt Sandwich,7 Eleven,1,Chicken Bacon Ranch Melt Sandwich,"Chicken Bacon Ranch Melt Sandwich on Roll w/ Chicken Breast, Ranch Dressing, Cheddar Cheese & Bacon, Sandwiches, Food",Sandwiches,209,,g,,560,22,7,0,70,1630,,56,30,4,2
258,2017,Arby's Buttermilk Chicken Cordon Bleu Sandwich,Arby's,3,Buttermilk Chicken Cordon Bleu Sandwich,"Buttermilk Chicken Cordon Bleu Sandwich on Star Cut Bun w/ Buttermilk Chicken Fillet, Ham, Swiss Cheese & Mayonnaise, Chicken, Ham, Signature Sandwiches",Sandwiches,270,,g,,690,35,10,0,110,2000,,53,41,7,1
527,2017,"Arby's Roast Beef Sandwich, Max",Arby's,3,"Roast Beef Sandwich, Max","Roast Beef Sandwich on Sesame Seed Bun w/ Roast Beef, Roast Beef, Arby's Roast Beef Sandwiches, Sandwiches, Max; Choice of Adding: Horsey Sauce, Arby's Sauce",Sandwiches,267,,g,,560,27,11,1.5,115,1830,,38,43,5,2
528,2017,"Arby's Roast Beef Sandwich, Mid",Arby's,3,"Roast Beef Sandwich, Mid","Roast Beef Sandwich on Sesame Seed Bun w/ Roast Beef, Roast Beef, Arby's Roast Beef Sandwiches, Mid; Choice of Adding: Arby's Sauce & Horsey Sauce",Sandwiches,210,,g,,460,20,8,1,80,1400,,37,33,5,2
529,2017,"Arby's Roast Beef Sandwich, Classic",Arby's,3,"Roast Beef Sandwich, Classic","Roast Beef Sandwich on Sesame Seed Bun w/ Roast Beef, Roast Beef, Arby's Roast Beef Sandwiches, Classic; Choice of Adding: Arby's Sauce or Horsey Sauce",Sandwiches,154,,g,,360,14,5,0.5,50,970,,37,23,5,2
530,2017,"Arby's Beef n Cheddar Sandwich, Classic",Arby's,3,"Beef n Cheddar Sandwich, Classic","Beef n Cheddar on Onion Roll w/ Red Ranch Sauce, Roast Beef & Cheddar Cheese Sauce, Arby's Roast Beef Sandwiches, Classic; Choice of Adding: Horsey Sauce or Arby's Sauce",Sandwiches,195,,g,,450,20,6,1,50,1280,,45,23,9,2
531,2017,"Arby's Beef n Cheddar Sandwich, Mid",Arby's,3,"Beef n Cheddar Sandwich, Mid","Beef n Cheddar on Onion Roll w/ Red Ranch Sauce, Roast Beef & Cheddar Cheese Sauce, Roast Beef, Arby's Roast Beef Sandwiches, Mid; Choice of Adding: Horsey Sauce & Arby's Sauce",Sandwiches,251,,g,,560,27,9,1.5,80,1710,,45,33,9,2
537,2017,Arby's Super Roast Beef,Arby's,3,Super Roast Beef,"Super Roast Beef, Optional, Regional Menu",Sandwiches,210,,g,,440,19,6,1,50,1080,,43,23,11,3
546,2017,Arby's French Dip & Swiss Sandwich,Arby's,3,French Dip & Swiss Sandwich,"French Dip & Swiss Sandwich on Sub Roll w/ Roast Beef, Swiss & Au Jus Sauce, Roast Beef, Arby's Roast Beef Sandwiches",Sandwiches,327,,g,,540,23,11,1,85,2500,,50,35,3,2
549,2017,Arby's Reuben Sandwich,Arby's,3,Reuben Sandwich,"Reuben Sandwich on Marble Rye w/ Corned Beef, Swiss Cheese, Thousand Island & Sauerkraut, Signature Sandwiches",Sandwiches,308,,g,,680,31,8,0.5,80,2420,,62,37,5,4
587,2017,Arby's Roast Turkey & Swiss Sandwich,Arby's,3,Roast Turkey & Swiss Sandwich,"Roast Turkey & Swiss Sandwich on Honey Wheat Bread w/ Roast Turkey, Swiss Cheese, Tomatoes, Red Onion, Lettuce, Spicy Brown Honey Mustard & Mayonnaise, Turkey, Market Fresh",Sandwiches,326,,g,,710,28,7,0,65,1930,,79,38,15,5
588,2017,Arby's Roast Turkey Ranch & Bacon Sandwich,Arby's,3,Roast Turkey Ranch & Bacon Sandwich,"Roast Turkey Ranch & Bacon Sandwich on Honey Wheat Bread w/ Roast Turkey, Pepper Bacon, Cheddar Cheese, Tomato, Red Onion, Leaf Lettuce & Parmesan Peppercorn Ranch, Turkey, Pepper Bacon, Market Fresh",Sandwiches,344,,g,,800,34,10,0.5,80,2420,,79,45,16,5
10296,2017,Arby's Crispy Chicken Farmhouse Salad,Arby's,3,Crispy Chicken Farmhouse Salad,"Crispy Chicken Farmhouse Salad w/ Crispy Chicken, Pepper Bacon, Cheddar Cheese, Tomatoes, Mixed Lettuce Greens & Iceberg Lettuce w/out Dressing, also called Chopped Farmhouse Salad w/ Crispy Chicken, Salads, Pepper Bacon, Chicken; Choice of Adding: Light Italian Dressing, Dijon Honey Mustard Dressing, Buttermilk Ranch Dressing or Balsamic Vinaigrette Dressing",Salads,323,,g,,430,24,8,0,65,1000,,26,28,4,4
10301,2017,Arby's Arby Q,Arby's,3,Arby Q,"Arby Q, Optional, Regional Menu",Sandwiches,182,,g,,400,11,3.5,0.5,30,1250,,58,18,23,3
10304,2017,"Arby's Bacon, Egg & Cheese Biscuit",Arby's,3,"Bacon, Egg & Cheese Biscuit","Bacon, Egg & Cheese Biscuit, Breakfast",Sandwiches,173,,g,,490,29,15,0,160,1680,,38,19,4,1
10306,2017,"Arby's Bacon, Egg & Cheese Sourdough",Arby's,3,"Bacon, Egg & Cheese Sourdough","Bacon, Egg & Cheese Sourdough, Breakfast",Sandwiches,170,,g,,490,23,8,0,160,1220,,46,24,5,2
10307,2017,"Arby's Bacon, Egg & Cheese Wrap",Arby's,3,"Bacon, Egg & Cheese Wrap","Bacon, Egg & Cheese Wrap, Breakfast",Sandwiches,178,,g,,500,27,10,0,165,1310,,41,22,4,4
10320,2017,Arby's Crispy Fish Sandwich,Arby's,3,Crispy Fish Sandwich,"Crispy Fish Sandwich on Sesame Seed Bun w/ Crispy Fish Fillet, Lettuce & Tartar Sauce, Limited Time Offers, Fish",Sandwiches,228,,g,,570,25,4,0,45,990,,65,20,9,3
10323,2017,"Arby's Ham, Egg & Cheese Biscuit",Arby's,3,"Ham, Egg & Cheese Biscuit","Ham, Egg & Cheese Biscuit, Breakfast",Sandwiches,203,,g,,470,25,12,0,165,1830,,39,21,5,1
10324,2017,"Arby's Ham, Egg & Cheese Croissant",Arby's,3,"Ham, Egg & Cheese Croissant","Ham, Egg & Cheese Croissant, Breakfast",Sandwiches,169,,g,,420,23,11,0.5,195,1120,,30,21,5,1
10325,2017,"Arby's Ham, Egg & Cheese Sourdough",Arby's,3,"Ham, Egg & Cheese Sourdough","Ham, Egg & Cheese Sourdough, Breakfast",Sandwiches,200,,g,,470,19,6,0,165,1370,,47,26,6,2
10326,2017,"Arby's Ham, Egg & Cheese Wrap",Arby's,3,"Ham, Egg & Cheese Wrap","Ham, Egg & Cheese Wrap, Breakfast",Sandwiches,184,,g,,440,22,8,0,160,1280,,42,17,5,4
10336,2017,Arby's Roast Turkey & Swiss Wrap,Arby's,3,Roast Turkey & Swiss Wrap,"Roast Turkey & Swiss Wrap on Grain Wrap w/ Roast Turkey, Swiss Cheese, Tomatoes, Red Onion, Lettuce, Spicy Brown Honey Mustard & Mayonnaise, Turkey, Market Fresh",Sandwiches,261,,g,,520,27,9,0,65,1640,,39,30,6,4
10338,2017,"Arby's Roast Turkey, Ranch & Bacon Wrap",Arby's,3,"Roast Turkey, Ranch & Bacon Wrap","Roast Turkey, Ranch & Bacon Wrap on Grain Wrap w/ Roast Turkey, Pepper Bacon, Cheddar Cheese, Tomato, Red Onion, Leaf Lettuce & Parmesan Peppercorn Ranch, Turkey, Pepper Bacon, Market Fresh",Sandwiches,279,,g,,620,34,11,0.5,85,2130,,39,37,6,4
10341,2017,"Arby's Sausage, Egg & Cheese Biscuit",Arby's,3,"Sausage, Egg & Cheese Biscuit","Sausage, Egg & Cheese Biscuit, Breakfast",Sandwiches,204,,g,,620,43,22,0,185,1830,,36,21,6,1
10342,2017,"Arby's Sausage, Egg & Cheese Croissant",Arby's,3,"Sausage, Egg & Cheese Croissant","Sausage, Egg & Cheese Croissant, Breakfast",Sandwiches,178,,g,,590,44,19,0.5,215,1280,,30,20,5,1
10343,2017,"Arby's Sausage, Egg & Cheese Sourdough",Arby's,3,"Sausage, Egg & Cheese Sourdough","Sausage, Egg & Cheese Sourdough, Breakfast",Sandwiches,210,,g,,640,39,13,0,185,1530,,47,25,6,2
10344,2017,"Arby's Sausage, Egg & Cheese Wrap",Arby's,3,"Sausage, Egg & Cheese Wrap","Sausage, Egg & Cheese Wrap, Breakfast",Sandwiches,213,,g,,630,41,15,0,185,1550,,42,20,5,4
10398,2017,"Arby's Jamocha Shake, Medium",Arby's,3,"Jamocha Shake, Medium","Jamocha Shake, Drinks & Desserts, Desserts, Medium",Beverages,468,,g,,570,15,10,0,50,440,,98,14,88,1
10399,2017,"Arby's Jamocha Shake, Large",Arby's,3,"Jamocha Shake, Large","Jamocha Shake, Drinks & Desserts, Desserts, Large",Beverages,680,,g,,820,22,15,0.5,75,640,,141,21,127,1
10400,2017,"Arby's Vanilla Shake, Medium",Arby's,3,"Vanilla Shake, Medium","Vanilla Shake, Drinks & Desserts, Desserts, Medium",Beverages,425,,g,,470,15,10,0,50,390,,75,14,70,0
10401,2017,"Arby's Vanilla Shake, Large",Arby's,3,"Vanilla Shake, Large","Vanilla Shake, Drinks & Desserts, Desserts, Large",Beverages,624,,g,,690,22,15,0.5,75,570,,110,21,102,1
10402,2017,"Arby's Chocolate Shake, Medium",Arby's,3,"Chocolate Shake, Medium","Chocolate Shake, Drinks & Desserts, Desserts, Medium",Beverages,468,,g,,570,15,10,0,50,450,,99,14,90,1
10403,2017,"Arby's Chocolate Shake, Large",Arby's,3,"Chocolate Shake, Large","Chocolate Shake, Drinks & Desserts, Desserts, Large",Beverages,680,,g,,820,22,15,0.5,75,660,,142,21,129,2
10410,2017,"Arby's Vanilla Shake, Snack",Arby's,3,"Vanilla Shake, Snack","Vanilla Shake, Drinks & Desserts, Desserts, Snack",Beverages,227,,g,,250,8,5,0,25,210,,40,8,37,0
10411,2017,"Arby's Chocolate Shake, Snack",Arby's,3,"Chocolate Shake, Snack","Chocolate Shake, Drinks & Desserts, Desserts, Snack",Beverages,255,,g,,320,8,5,0,25,250,,56,8,50,1
10418,2017,"Arby's Jamocha Shake, Snack",Arby's,3,"Jamocha Shake, Snack","Jamocha Shake, Drinks & Desserts, Desserts, Snack",Beverages,255,,g,,310,8,5,0,25,240,,55,8,50,0
29080,2017,Arby's Grand Turkey Club,Arby's,3,Grand Turkey Club,"Grand Turkey Club on Harvest Wheat Bun w/ Roast Turkey, Pepper Bacon, Swiss, Tomato, Leaf Lettuce & Mayonnaise, Turkey, Pepper Bacon",Sandwiches,233,,g,,480,24,7,0,65,1610,,37,30,9,2
29083,2017,Arby's Roast Turkey Farmhouse Salad,Arby's,3,Roast Turkey Farmhouse Salad,"Roast Turkey Farmhouse Salad w/ Roast Turkey, Pepper Bacon, Cheddar Cheese, Tomatoes, Lettuce Greens & Iceberg Lettuce, Salads, Pepper Bacon, Turkey, Market Fresh, also called Chopped Farmhouse Salad w/ Roast Turkey; Choice of Adding: Buttermilk Ranch Dressing, Balsamic Vinaigrette Dressing, Dijon Honey Mustard or Light Italian Dressing",Salads,285,,g,,230,13,7,0,55,870,,8,22,5,2
60066,2017,Arby's Mint Chocolate Swirl Shake,Arby's,3,Mint Chocolate Swirl Shake,"Mint Chocolate Swirl Shake, Limited Time Offers, Drinks & Desserts",Beverages,517,,g,,750,26,18,0.5,65,450,,119,16,108,1
60083,2017,"Arby's Vanilla Shake, Small",Arby's,3,"Vanilla Shake, Small","Vanilla Shake, Drinks & Desserts, Desserts, Small",Beverages,340,,g,,380,12,8,0,40,310,,60,11,56,0
60086,2017,"Arby's Chocolate Shake, Small",Arby's,3,"Chocolate Shake, Small","Chocolate Shake, Drinks & Desserts, Desserts, Small",Beverages,369,,g,,440,12,8,0,40,350,,76,12,69,1
60087,2017,"Arby's Jamocha Shake, Small",Arby's,3,"Jamocha Shake, Small","Jamocha Shake, Drinks & Desserts, Desserts, Small",Beverages,369,,g,,440,12,8,0,40,350,,75,11,68,1
60088,2017,Arby's Smokehouse Brisket Sandwich,Arby's,3,Smokehouse Brisket Sandwich,"Smokehouse Brisket Sandwich on Star Top Bun w/ Brisket, Gouda Cheese, Crispy Onions, Mayonnaise & BBQ Sauce, Signature Sandwiches, Brisket",Sandwiches,203,,g,,600,35,12,1,100,1240,,42,33,7,2
90171,2017,Arby's King's Hawaiian Deluxe Fish Sandwich,Arby's,3,King's Hawaiian Deluxe Fish Sandwich,"King's Hawaiian Deluxe Fish Sandwich on Kings Hawaiian Bun w/ Tartar Sauce, Iceberg Lettuce, Tomatoes, Cheddar Cheese & Crispy Fish Fillet, Limited Time at Select Locations, Fish",Sandwiches,301,,g,,690,34,10,0.5,105,1000,,74,25,19,2
113699,2017,Arby's Buttermilk Chicken Bacon & Swiss Sandwich,Arby's,3,Buttermilk Chicken Bacon & Swiss Sandwich,"Buttermilk Chicken Bacon & Swiss Sandwich on Star Cut Bun w/ Buttermilk Chicken Fillet, Tomatoes, Lettuce, Pepper Bacon, Swiss Cheese & Dijon Honey Mustard, Pepper Bacon, Chicken",Sandwiches,295,,g,,650,31,9,0,90,1750,,56,39,9,2
113702,2017,Arby's Buttermilk Crispy Chicken Sandwich,Arby's,3,Buttermilk Crispy Chicken Sandwich,"Buttermilk Crispy Chicken Sandwich on Star Cut Bun w/ Buttermilk Chicken Fillet, Tomatoes, Shredded Lettuce & Mayonnaise, Chicken",Sandwiches,263,,g,,550,26,4.5,0,60,1480,,52,29,6,2
113704,2017,Arby's Crispy Fish Flatbread Sandwich,Arby's,3,Crispy Fish Flatbread Sandwich,"Crispy Fish Flatbread Sandwich on Flatbread w/ Fish Fillet, Iceberg Lettuce & Tartar Sauce, Fish, Limited Time Offers",Sandwiches,253,,g,,620,28,4,0,45,1100,,72,20,6,3
113707,2017,Arby's Loaded Curly Fries,Arby's,3,Loaded Curly Fries,"Loaded Curly Fries w/ Curly Fries, Cheddar Cheese Sauce, Shredded Cheddar, Bacon & Ranch, Sides, Sliders, Snack, Friends of Meat",Fried Potatoes,233,,g,,700,46,9,0,35,1990,,57,14,2,5
150127,2017,Arby's Three Cheese Steak Sandwich,Arby's,3,Three Cheese Steak Sandwich,"Three Cheese Steak Sandwich on Star Cut Bun w/ Angus Steak, Cheddar Cheese, Steakhouse Peppercorn, Crispy Onion Strings, Gouda Cheese & Swiss Cheese, Angus Steak, Steak",Sandwiches,255,,g,,650,36,15,1,115,1750,,44,42,7,2
150128,2017,Arby's Fire Roasted Philly,Arby's,3,Fire Roasted Philly,"Fire Roasted Philly on Sub Roll w/ Angus Steak, Italian Seasoning, Provolone Cheese, Red Peppers, Yellow Peppers & Roasted Garlic Aioli, Angus Steak, Steak",Sandwiches,291,,g,,640,32,11,0.5,105,1950,,46,42,4,3
150129,2017,Arby's Buttermilk Buffalo Chicken Sandwich,Arby's,3,Buttermilk Buffalo Chicken Sandwich,"Buttermilk Buffalo Chicken Sandwich on Star Cut Bun w/ Buttermilk Chicken Fillet, Parmesan Peppercorn Ranch Sauce, Iceberg Lettuce & Buffalo Sauce, Chicken",Sandwiches,251,,g,,540,24,4.5,0,60,2110,,53,29,6,2
150131,2017,Arby's Loaded Italian,Arby's,3,Loaded Italian,"Loaded Italian on Sub Roll w/ Pepperoni, Genoa Salami, Provolone Cheese, Banana Peppers, Smoked Ham, Vinaigrette, Red Onion, Tomatoes, Lettuce & Garlic Aioli, Signature Sandwiches, Ham",Sandwiches,308,,g,,680,40,14,0.5,100,2270,,49,32,7,3
150132,2017,Arby's Roast Beef Gyro,Arby's,3,Roast Beef Gyro,"Roast Beef Gyro on Pita w/ Roast Beef, Greek Seasoning, Tzatziki Sauce, Red Onions, Tomatoes & Iceberg Lettuce, Roast Beef, Signature Sandwiches",Sandwiches,273,,g,,550,29,7,1,60,1290,,48,24,5,3
150133,2017,Arby's Turkey Gyro,Arby's,3,Turkey Gyro,"Turkey Gyro on Pita w/ Roast Turkey, Greek Seasoning, Tzatziki Sauce, Red Onions, Tomatoes & Iceberg Lettuce, Turkey, Signature Sandwiches",Sandwiches,273,,g,,470,20,3.5,0,45,1520,,48,25,5,3
35464,2017,Auntie Anne's Jumbo Pretzel Dog w/ Butter,Auntie Anne's,4,Jumbo Pretzel Dog w/ Butter,"Jumbo Pretzel Dog w/ Butter, Pretzel Dogs",Sandwiches,212,,g,,610,29,13,1,65,1150,,67,19,10,2
35465,2017,Auntie Anne's Jumbo Pretzel Dog,Auntie Anne's,4,Jumbo Pretzel Dog,"Jumbo Pretzel Dog w/out Butter, Pretzel Dogs",Sandwiches,208,,g,,580,25,10,1,55,1150,,67,19,10,2
65111,2017,Auntie Anne's 12 Mini Pretzel Dogs,Auntie Anne's,4,12 Mini Pretzel Dogs,"12 Mini Pretzel Dogs w/out Butter, Pretzel Dogs",Sandwiches,258,,g,12 Pretzels,710,37,15,0,85,1580,,67,25,10,2
65113,2017,Auntie Anne's 8 Mini Pretzel Dogs,Auntie Anne's,4,8 Mini Pretzel Dogs,"8 Mini Pretzel Dogs w/out Butter, Pretzel Dogs",Sandwiches,172,,g,8 Pretzels,480,25,10,0,55,1060,,45,16,6,1
65115,2017,Auntie Anne's 12 Mini Pretzel Dogs w/ Butter,Auntie Anne's,4,12 Mini Pretzel Dogs w/ Butter,"12 Mini Pretzel Dogs w/ Butter, Pretzel Dogs",Sandwiches,264,,g,12 Pretzels,770,43,18,0,100,1580,,67,25,10,2
65116,2017,Auntie Anne's 8 Mini Pretzel Dogs w/ Butter,Auntie Anne's,4,8 Mini Pretzel Dogs w/ Butter,"8 Mini Pretzel Dogs w/ Butter, Pretzel Dogs",Sandwiches,176,,g,8 Pretzels,510,29,12,0,65,1060,,45,16,6,1
90291,2017,Auntie Anne's Breakfast Sausage Stix w/ Butter,Auntie Anne's,4,Breakfast Sausage Stix w/ Butter,"Breakfast Sausage Stix w/ Butter, Breakfast Products",Baked Goods,245,,g,5 Stix,760,43,15,0,100,1240,,65,27,9,2
90292,2017,Auntie Anne's Breakfast Sausage Stix,Auntie Anne's,4,Breakfast Sausage Stix,"Breakfast Sausage Stix w/out Butter, Breakfast Products",Baked Goods,240,,g,5 Stix,720,38,12,0,85,1240,,65,27,9,2
90336,2017,Auntie Anne's 10 Mini Pretzel Dogs w/ Butter,Auntie Anne's,4,10 Mini Pretzel Dogs w/ Butter,"10 Mini Pretzel Dogs w/ Butter, Mini Pretzel Dogs, Pretzel Dogs",Sandwiches,216,,g,10 Pretzels,630,35,15,0,80,1290,,56,20,8,2
90337,2017,Auntie Anne's Jumbo Jalapeno Cheese Pretzel Dog w/ Butter,Auntie Anne's,4,Jumbo Jalapeno Cheese Pretzel Dog w/ Butter,"Jumbo Jalapeno Cheese Pretzel Dog w/ Butter, Pretzel Dogs",Sandwiches,235,,g,,650,31,14,1,70,1360,,68,21,10,2
90338,2017,Auntie Anne's Jumbo Jalapeno Cheese Pretzel Dog,Auntie Anne's,4,Jumbo Jalapeno Cheese Pretzel Dog,"Jumbo Jalapeno Cheese Pretzel Dog w/out Butter, Pretzel Dogs",Sandwiches,231,,g,,610,27,12,1,60,1360,,68,21,10,2
90341,2017,"Auntie Anne's Breakfast Pretzel Sandwich, Sausage, Egg & Cheese",Auntie Anne's,4,"Breakfast Pretzel Sandwich, Sausage, Egg & Cheese","Breakfast Pretzel Sandwich, Sausage, Egg & Cheese, Breakfast Products",Sandwiches,161,,g,,390,21,9,0,110,950,,29,20,5,1
120470,2017,Auntie Anne's 12 Cheddar Stuffed Pretzel Nuggets w/ Butter,Auntie Anne's,4,12 Cheddar Stuffed Pretzel Nuggets w/ Butter,"12 Cheddar Stuffed Pretzel Nuggets w/ Butter, Soft Pretzels, Cheddar Stuffed Pretzel Nuggets",Baked Goods,162,,g,,470,15,9,0,40,1140,,66,15,11,2
120471,2017,Auntie Anne's 12 Cheddar Stuffed Pretzel Nuggets,Auntie Anne's,4,12 Cheddar Stuffed Pretzel Nuggets,"12 Cheddar Stuffed Pretzel Nuggets w/out Butter, Soft Pretzels, Cheddar Stuffed Pretzel Nuggets",Baked Goods,159,,g,,440,12,7,0,35,1140,,66,15,11,2
120472,2017,Auntie Anne's Personal Cheese Pretzel Pizza,Auntie Anne's,4,Personal Cheese Pretzel Pizza,"Personal Cheese Pretzel Pizza, Pretzel Pizza",Pizza,236,,g,,600,14,6,1,35,910,,95,21,16,3
120473,2017,Auntie Anne's Personal Pepperoni Pretzel Pizza,Auntie Anne's,4,Personal Pepperoni Pretzel Pizza,"Personal Pepperoni Pretzel Pizza, Pretzel Pizza",Pizza,255,,g,,700,23,9,1,55,1280,,95,25,16,3
10518,2017,Baskin Robbins Banana Royale Sundae,Baskin Robbins,5,Banana Royale Sundae,"Banana Royale Sundae w/ 2 Ice Cream Flavors, Bananas, Hot Fudge, Chopped Almonds, Whipped Cream & 1 Cherry, Ice Cream, Specialties, Sundaes, Classic Sundaes; Choice of: 2 Ice Cream Flavors",Desserts,334,,g,1 Serving,680,33,21,1,85,180,,90,10,64,5
10528,2017,Baskin Robbins Brownie Sundae,Baskin Robbins,5,Brownie Sundae,"Brownie Sundae w/ Hot Fudge, Chopped Almonds, Whipped Cream & 1 Cherry, Ice Cream, Specialties, Sundaes, Classic Sundaes; Choice of: 2 Ice Cream Flavors",Desserts,272,,g,1 Serving,800,43,22,1,125,340,,95,11,72,2
10536,2017,Baskin Robbins Chocolate Chip Cookie Dough Sundae,Baskin Robbins,5,Chocolate Chip Cookie Dough Sundae,"Chocolate Chip Cookie Dough Sundae w/ Hot Fudge, Cookie Dough Pieces, Caramel & Whipped Cream, Ice Cream, Specialties, Sundaes, Premium Sundaes",Desserts,376,,g,1 Serving,1100,47,32,1,110,610,,160,13,114,2
10554,2017,Baskin Robbins Classic Banana Split,Baskin Robbins,5,Classic Banana Split,"Classic Banana Split w/ Chopped Almonds, Whipped Cream & 3 Cherries, Ice Cream, Specialties, Sundaes, Classic Sundaes; Choice of: 3 Ice Cream Flavors & Marshmallow, Strawberry, Pineapple or Chocolate Syrup",Desserts,501,,g,1 Serving,970,39,20,1,120,200,,146,14,103,8
10602,2017,Baskin Robbins Made w/ Snickers Sundae,Baskin Robbins,5,Made w/ Snickers Sundae,"Made w/ Snickers Sundae w/ Caramel, Hot Fudge, Whipped Cream & Snickers Pieces, Ice Cream, Specialties, Sundaes, Premium Sundaes",Desserts,370,,g,1 Serving,1060,43,25,1,100,690,,155,15,119,3
10615,2017,"Baskin Robbins Oreo Soft Serve Parfait, Mini",Baskin Robbins,5,"Oreo Soft Serve Parfait, Mini","Oreo Soft Serve Parfait w/ Hot Fudge, Mini, Ice Cream, Specialties, Parfaits, Soft Serve Parfaits",Desserts,199,,g,1 Serving,370,15,10,0,35,230,,53,9,44,1
10617,2017,"Baskin Robbins Reese's Soft Serve Parfait, Mini",Baskin Robbins,5,"Reese's Soft Serve Parfait, Mini","Reese's Soft Serve Parfait w/ Reese's Peanut Butter Cups & Reese's Peanut Butter Sauce, Mini, Ice Cream, Specialties, Parfaits, Soft Serve Parfaits",Desserts,196,,g,1 Serving,460,29,9,0,35,300,,38,14,33,3
10619,2017,"Baskin Robbins Made w/ M&M's Soft Serve Parfait, Mini",Baskin Robbins,5,"Made w/ M&M's Soft Serve Parfait, Mini","Made w/ M&M's Soft Serve Parfait w/ Hot Fudge, Mini, Ice Cream, Specialties, Parfaits, Soft Serve Parfaits",Desserts,203,,g,1 Serving,400,15,11,0,35,210,,56,9,49,2
10620,2017,"Baskin Robbins Made w/ Snickers Soft Serve Parfait, Mini",Baskin Robbins,5,"Made w/ Snickers Soft Serve Parfait, Mini","Made w/ Snickers Soft Serve Parfait w/ Caramel Praline Topping, Mini, Ice Cream, Specialties, Parfaits, Soft Serve Parfaits",Desserts,206,,g,1 Serving,370,12,7,0,35,290,,58,9,49,1
10621,2017,"Baskin Robbins Strawberry n Almonds Soft Serve Parfait, Mini",Baskin Robbins,5,"Strawberry n Almonds Soft Serve Parfait, Mini","Strawberry n Almonds Soft Serve Parfait, Mini, Ice Cream, Specialties, Parfaits, Soft Serve Parfaits",Desserts,199,,g,1 Serving,290,12,6,0,35,150,,37,9,34,2
10642,2017,Baskin Robbins OREO Layered Sundae,Baskin Robbins,5,OREO Layered Sundae,"OREO Layered Sundae w/ OREO Cookies n Cream Ice Cream, Marshmallow, Hot Fudge, OREO Cookie Pieces & Whipped Cream, Ice Cream, Specialties, Sundaes, Premium Sundaes",Desserts,329,,g,1 Serving,930,44,28,1,100,500,,124,13,88,3
10678,2017,Baskin Robbins Reese's Peanut Butter Cup Sundae,Baskin Robbins,5,Reese's Peanut Butter Cup Sundae,"Reese's Peanut Butter Cup Sundae w/ 3 Scoops Reese's Peanut Butter Cup Ice Cream, Reese's Peanut Butter Sauce, Chopped Reese's Peanut Butter Cups, Hot Fudge & Whipped Cream, Ice Cream, Specialties, Sundaes, Premium Sundaes",Desserts,354,,g,1 Serving,1250,85,33,1,100,720,,106,28,84,7
10679,2017,"Baskin Robbins Oreo Soft Serve Parfait, Regular",Baskin Robbins,5,"Oreo Soft Serve Parfait, Regular","Oreo Soft Serve Parfait, Regular w/ Hot Fudge, Ice Cream, Specialties, Parfaits, Soft Serve Parfaits",Desserts,350,,g,1 Serving,710,28,19,0.5,55,440,,104,16,83,3
